362.5	0.18822297575492125	0.00014187295999560346
367.5	0.19724181062091067	0.0001360986895826715
372.5	0.20603147471012076	0.00013056637383032497
377.5	0.21459502967912358	0.0001252715731126722
382.5	0.22293553718449113	0.00012020984780382141
387.5	0.2310560588827955	0.00011537675827788096
392.5	0.23895965643060868	0.00011076786490895913
397.5	0.24664939148450277	0.00010637872807116423
402.5	0.2541283257010497	0.00010220490813860454
407.5	0.2613995207368216	9.824196548538838e-05
412.5	0.26846603824839055	9.448546048562404e-05
417.5	0.27533093989232843	9.09309535134198e-05
422.5	0.2819972873252074	8.757400494288399e-05
427.5	0.28846814220359945	8.441017514812489e-05
432.5	0.2947465661840767	8.143502450325081e-05
437.5	0.30083562092321103	7.864411338237002e-05
442.5	0.3067383680775746	7.603300215959086e-05
447.5	0.3124578693037395	7.35972512090216e-05
452.5	0.31799718625827755	7.133242090477054e-05
457.5	0.32335938059776104	6.923407162094597e-05
462.5	0.3285475139787618	6.729776373165623e-05
467.5	0.33356464805785196	6.551905761100958e-05
472.5	0.3384138444916036	6.389351363311433e-05
477.5	0.34309816493658873	6.241669217207879e-05
482.5	0.3476206710493793	6.108415360201122e-05
487.5	0.3519844244865475	5.989145829701996e-05
492.5	0.3561924869046652	5.8834166631213316e-05
497.5	0.3602479199603046	5.790783897869954e-05
502.5	0.3641537853100376	5.710803571358695e-05
507.5	0.36791314461043634	5.6430317209983866e-05
512.5	0.3715290595180728	5.587024384199856e-05
517.5	0.37500459168951905	5.5423375983739356e-05
522.5	0.37834280278134713	5.5085274009314525e-05
527.5	0.381546754450129	5.485149829283238e-05
532.5	0.38461950835243686	5.47176092084012e-05
537.5	0.38756412614484254	5.467916713012931e-05
542.5	0.3903836694839182	5.4731732432125016e-05
547.5	0.39308120002623587	5.4870865488496594e-05
552.5	0.3956597794283676	5.509212667335234e-05
557.5	0.39812246934688544	5.539107636080056e-05
562.5	0.4004723314383152	5.576327492494315e-05
567.5	0.4034961913938373	5.695534936732461e-05
572.5	0.40610366739830533	5.781323189922277e-05
577.5	0.4084077050834365	5.872092696128272e-05
582.5	0.41059801159794795	5.93608072678765e-05
587.5	0.41313564992542906	6.010310754547176e-05
592.5	0.4152703769558952	6.058593416849354e-05
597.5	0.4175544226930636	6.143948339873012e-05
602.5	0.4197834585710815	6.221720813582661e-05
607.5	0.42194041125421167	6.27049634289042e-05
612.5	0.4241097910062972	6.322249695015319e-05
617.5	0.42604680478317525	6.37336349048133e-05
622.5	0.4279806901501065	6.426558246166941e-05
627.5	0.42995290307182776	6.48805076898521e-05
632.5	0.43156209567423076	6.550627480937128e-05
637.5	0.4332203101854739	6.627317189543099e-05
642.5	0.43433833422364715	6.687212179066485e-05
647.5	0.4353296180025262	6.74866874967595e-05
652.5	0.43599120617403964	6.807736366754265e-05
657.5	0.43645229921038414	6.865064630018882e-05
662.5	0.4367207153193952	6.928287369926003e-05
667.5	0.43651905560595616	6.978699293040397e-05
672.5	0.43621316769924895	7.037939518638794e-05
677.5	0.435647321029338	7.094977414538724e-05
682.5	0.4348364592915092	7.151040486776186e-05
687.5	0.4336124755260966	7.20556844771288e-05
692.5	0.43245728161538444	7.267700967180259e-05
697.5	0.4306382348991706	7.313841145380682e-05
702.5	0.4285696596143037	7.352638517386295e-05
707.5	0.4263896325702915	7.399224202027805e-05
712.5	0.4238774305998388	7.443665075696062e-05
717.5	0.4211431809948097	7.490242383432976e-05
722.5	0.4184504664660927	7.548230939120396e-05
727.5	0.41543053040558076	7.597661864981584e-05
732.5	0.4114863578853485	7.601692073693105e-05
737.5	0.40717838838710124	7.586626387124843e-05
742.5	0.403323260078834	7.616455558353481e-05
747.5	0.3992780642552957	7.656398031872429e-05
752.5	0.3950248198784205	7.698367760720675e-05
757.5	0.3905080756192191	7.74522242847419e-05
762.5	0.3858927203859116	7.80598535860566e-05
767.5	0.3811697896202408	7.878644550451025e-05
772.5	0.3761734388692521	7.957478349853532e-05
777.5	0.37088233001264825	8.025240168486455e-05
782.5	0.3654422854881472	8.100422545522918e-05
787.5	0.3597777810623671	8.17036236014937e-05
792.5	0.35347684326379014	8.217423422798018e-05
797.5	0.34703343614764537	8.263693669488051e-05
802.5	0.3404563338421079	8.309123976996672e-05
807.5	0.33375431047531345	8.35366522210014e-05
812.5	0.3269361401753975	8.397268281574717e-05
817.5	0.32001059707049584	8.43988403219666e-05
822.5	0.3129864552887437	8.481463350742228e-05
827.5	0.305872488958277	8.521957113987686e-05
832.5	0.2986774722072312	8.561316198709287e-05
837.5	0.29141017916374157	8.599491481683295e-05
842.5	0.2840793839559442	8.63643383968597e-05
847.5	0.27669386071197427	8.672094149493571e-05
852.5	0.26926238355996746	8.706423287882357e-05
857.5	0.26179372662805955	8.739372131628587e-05
862.5	0.25429666404438594	8.770891557508524e-05
867.5	0.2467799699370822	8.800932442298424e-05
872.5	0.23925241843428396	8.82944566277455e-05
